data_final...1. Y1998 Y1998.1 Y1998.2 Y1998.3 Y1998.4 Y1998.5 Y1998.6 Y1998.7 Y1998.8 Y1998.9 Y1998.10 Y1998.11 Y1999 Y1999.1 Y1999.2 Y1999.3 Y1999.4 Y1999.5 Y1999.6 Y1999.7 Y1999.8 Y1999.9 Y1999.10 Y1999.11 Y2000 Y2000.1 Y2000.2 Y2000.3 Y2000.4 Y2000.5 Y2000.6 Y2000.7 Y2000.8 Y2000.9 Y2000.10 Y2000.11 Y2001 Y2001.1 Y2001.2 Y2001.3 Y2001.4 Y2001.5 Y2001.6 Y2001.7 Y2001.8 Y2001.9 Y2001.10 Y2001.11 Y2002 Y2002.1 Y2002.2 Y2002.3 Y2002.4 Y2002.5 Y2002.6 Y2002.7 Y2002.8 Y2002.9 Y2002.10 Y2002.11 Y2003 Y2003.1 Y2003.2 Y2003.3 Y2003.4 Y2003.5 Y2003.6 Y2003.7 Y2003.8 Y2003.9 Y2003.10 Y2003.11 Y2004 Y2004.1 Y2004.2 Y2004.3 Y2004.4 Y2004.5 Y2004.6 Y2004.7 Y2004.8 Y2004.9 Y2004.10 Y2004.11 Y2005 Y2005.1 Y2005.2 Y2005.3 Y2005.4 Y2005.5 Y2005.6 Y2005.7 Y2005.8 Y2005.9 Y2005.10 Y2005.11 Y2006 Y2006.1 Y2006.2 Y2006.3 Y2006.4 Y2006.5 Y2006.6 Y2006.7 Y2006.8 Y2006.9 Y2006.10 Y2006.11 Y2007 Y2007.1 Y2007.2 Y2007.3 Y2007.4 Y2007.5 Y2007.6 Y2007.7 Y2007.8 Y2007.9 Y2007.10 Y2007.11 Y2008 Y2008.1 Y2008.2 Y2008.3 Y2008.4 Y2008.5 Y2008.6 Y2008.7 Y2008.8 Y2008.9 Y2008.10 Y2008.11 Y2009 Y2009.1 Y2009.2 Y2009.3 Y2009.4 Y2009.5 Y2009.6 Y2009.7 Y2009.8 Y2009.9 Y2009.10 Y2009.11 Y2010 Y2010.1 Y2010.2 Y2010.3 Y2010.4 Y2010.5 Y2010.6 Y2010.7 Y2010.8 Y2010.9 Y2010.10 Y2010.11 Y2011 Y2011.1 Y2011.2 Y2011.3 Y2011.4 Y2011.5 Y2011.6 Y2011.7 Y2011.8 Y2011.9 Y2011.10 Y2011.11 Y2012 Y2012.1 Y2012.2 Y2012.3 Y2012.4 Y2012.5 Y2012.6 Y2012.7 Y2012.8 Y2012.9 Y2012.10 Y2012.11 Y2013 Y2013.1 Y2013.2 Y2013.3 Y2013.4 Y2013.5 Y2013.6 Y2013.7 Y2013.8 Y2013.9 Y2013.10 Y2013.11 Y2014 Y2014.1 Y2014.2 Y2014.3 Y2014.4 Y2014.5 Y2014.6 Y2014.7 Y2014.8 Y2014.9 Y2014.10 Y2014.11 Y2015 Y2015.1 Y2015.2 Y2015.3 Y2015.4 Y2015.5 Y2015.6 Y2015.7 Y2015.8 Y2015.9 Y2015.10 Y2015.11 Y2016 Y2016.1 Y2016.2 Y2016.3 Y2016.4 Y2016.5 Y2016.6 Y2016.7 Y2016.8 Y2016.9 Y2016.10 Y2016.11 Y2017 Y2017.1 Y2017.2 Y2017.3 Y2017.4 Y2017.5 Y2017.6 Y2017.7 Y2017.8 Y2017.9 Y2017.10 Y2017.11 Y2018 Y2018.1 Y2018.2 Y2018.3 Y2018.4 Y2018.5 Y2018.6 Y2018.7 Y2018.8 Y2018.9 Y2018.10 Y2018.11
sub_24 438.96 470.4 171.12 122.4 215.76 57.6 7.44 0 14.4 52.08 280.8 111.6 148.8 309.12 133.92 64.8 7.44 21.6 0 7.44 0 59.52 158.4 59.52 282.72 327.12 111.6 93.6 44.64 21.6 7.44 0 43.2 126.48 64.8 66.96 148.8 194.88 89.28 93.6 0 21.6 0 0 21.6 52.08 223.2 305.04 156.24 80.64 104.16 64.8 29.76 0 0 0 0 0 136.8 505.92 178.56 73.92 163.68 244.8 59.52 0 0 22.32 0 0 122.4 357.12 133.92 334.08 52.08 43.2 44.64 0 0 0 7.2 148.8 57.6 215.76 186 107.52 171.12 100.8 193.44 57.6 0 0 7.2 29.76 165.6 528.24 252.96 181.44 334.8 266.4 37.2 7.2 0 0 0 7.44 136.8 208.32 29.76 275.52 37.2 79.2 29.76 7.2 22.32 0 21.6 96.72 28.8 163.68 297.6 104.4 44.64 36 14.88 7.2 0 7.44 0 74.4 100.8 104.16 59.52 215.04 111.6 36 59.52 57.6 0 7.44 7.2 89.28 72 126.48 252.96 161.28 89.28 136.8 37.2 7.2 0 7.44 7.2 119.04 115.2 245.52 66.96 114.24 223.2 36 81.84 43.2 0 7.44 7.2 81.84 93.6 29.76 186 69.6 200.88 86.4 14.88 14.4 0 7.44 0 44.64 194.4 282.72 37.2 33.6 119.04 50.4 14.88 21.6 0 7.44 21.6 22.32 43.2 44.64 14.88 221.76 163.68 43.2 14.88 7.2 0 7.44 50.4 66.96 108 290.16 14.88 120.96 44.64 50.4 14.88 7.2 7.44 7.44 7.2 29.76 79.2 200.88 290.16 48.72 275.28 72 22.32 28.8 0 0 0 200.88 122.4 178.56 297.6 248.64 133.92 144 14.88 14.4 0 7.44 7.2 22.32 172.8 44.64 156.24 53.76 148.8 122.4 29.76 7.2 0 0 7.2 29.76 151.2 133.92
sub_25 312.48 490.56 148.8 79.2 141.36 28.8 0 0 7.2 44.64 172.8 74.4 74.4 208.32 126.48 50.4 0 14.4 0 7.44 0 22.32 122.4 44.64 186 222.72 66.96 72 44.64 21.6 0 0 14.4 81.84 43.2 44.64 163.68 161.28 104.16 36 0 14.4 0 0 14.4 29.76 230.4 245.52 133.92 53.76 44.64 21.6 22.32 0 0 0 0 0 100.8 386.88 141.36 73.92 96.72 158.4 37.2 0 0 14.88 0 7.44 136.8 319.92 119.04 250.56 52.08 28.8 7.44 0 0 0 0 104.16 72 252.96 186 114.24 141.36 72 111.6 36 0 0 0 22.32 136.8 424.08 178.56 114.24 238.08 165.6 29.76 14.4 0 0 0 7.44 100.8 171.12 22.32 181.44 22.32 57.6 14.88 0 14.88 0 7.2 59.52 7.2 178.56 319.92 90.48 59.52 21.6 0 0 0 0 0 37.2 79.2 81.84 59.52 188.16 89.28 21.6 37.2 43.2 0 0 7.2 81.84 57.6 96.72 260.4 147.84 81.84 136.8 37.2 0 0 0 7.2 111.6 93.6 193.44 74.4 107.52 208.32 28.8 44.64 28.8 0 0 0 59.52 86.4 7.44 186 62.64 163.68 64.8 0 7.2 0 0 0 22.32 158.4 260.4 37.2 20.16 81.84 36 0 14.4 0 0 14.4 0 36 14.88 7.44 181.44 126.48 14.4 0 0 0 0 43.2 22.32 86.4 238.08 14.88 100.8 29.76 36 7.44 0 0 0 7.2 0 57.6 156.24 245.52 34.8 208.32 43.2 7.44 14.4 0 0 0 156.24 108 156.24 275.28 235.2 96.72 108 0 0 0 0 0 7.44 115.2 7.44 141.36 13.44 126.48 108 22.32 0 0 0 0 14.88 136.8 104.16
sub_26 446.4 443.52 163.68 129.6 223.2 64.8 7.44 0 14.4 52.08 288 119.04 163.68 315.84 133.92 72 14.88 21.6 0 7.44 0 66.96 158.4 66.96 297.6 334.08 111.6 93.6 44.64 21.6 7.44 0 50.4 133.92 72 74.4 141.36 188.16 89.28 100.8 0 21.6 0 0 21.6 52.08 216 297.6 156.24 80.64 119.04 72 37.2 0 0 0 0 0 144 505.92 186 80.64 178.56 259.2 66.96 0 0 29.76 0 0 108 364.56 133.92 334.08 52.08 43.2 52.08 0 0 0 14.4 156.24 50.4 200.88 178.56 107.52 178.56 108 200.88 57.6 0 0 7.2 37.2 165.6 550.56 260.4 188.16 349.68 280.8 29.76 7.2 0 0 0 7.44 136.8 208.32 29.76 288.96 44.64 79.2 29.76 14.4 22.32 0 28.8 96.72 36 163.68 282.72 104.4 52.08 43.2 22.32 7.2 0 7.44 0 81.84 136.8 119.04 74.4 221.76 133.92 50.4 66.96 50.4 0 7.44 7.2 96.72 79.2 126.48 260.4 161.28 96.72 136.8 52.08 7.2 0 7.44 7.2 126.48 122.4 267.84 66.96 120.96 245.52 57.6 74.4 43.2 0 7.44 7.2 81.84 93.6 29.76 178.56 76.56 208.32 100.8 14.88 14.4 0 7.44 7.2 44.64 230.4 297.6 29.76 40.32 119.04 43.2 22.32 28.8 0 7.44 28.8 22.32 50.4 44.64 14.88 235.2 178.56 43.2 14.88 7.2 0 7.44 43.2 66.96 108 290.16 14.88 114.24 52.08 57.6 14.88 14.4 7.44 7.44 7.2 37.2 79.2 215.76 305.04 48.72 290.16 79.2 22.32 28.8 0 0 7.2 200.88 129.6 186 327.36 288.96 141.36 151.2 14.88 14.4 0 7.44 14.4 29.76 165.6 44.64 156.24 60.48 171.12 129.6 37.2 7.2 0 0 7.2 37.2 151.2 133.92
sub_27 245.52 477.12 111.6 72 133.92 28.8 0 0 7.2 37.2 122.4 52.08 52.08 168 111.6 50.4 0 14.4 0 0 0 14.88 100.8 37.2 148.8 187.92 59.52 57.6 44.64 14.4 0 0 7.2 74.4 43.2 37.2 156.24 147.84 104.16 28.8 0 14.4 0 0 14.4 29.76 201.6 215.76 111.6 40.32 37.2 14.4 14.88 0 0 0 0 0 86.4 319.92 111.6 60.48 81.84 122.4 37.2 0 0 14.88 0 7.44 115.2 297.6 96.72 215.76 44.64 14.4 7.44 0 0 0 0 96.72 72 238.08 186 107.52 126.48 57.6 96.72 28.8 0 0 0 22.32 115.2 386.88 133.92 107.52 215.76 158.4 22.32 7.2 0 0 0 7.44 79.2 148.8 14.88 161.28 14.88 50.4 7.44 0 7.44 0 7.2 44.64 7.2 171.12 319.92 69.6 29.76 7.2 0 0 0 0 0 29.76 64.8 59.52 44.64 181.44 74.4 14.4 22.32 36 0 0 7.2 81.84 43.2 74.4 223.2 127.68 66.96 100.8 22.32 0 0 0 0 89.28 86.4 163.68 59.52 100.8 171.12 7.2 37.2 36 0 0 0 52.08 64.8 7.44 163.68 55.68 141.36 57.6 0 0 0 0 0 14.88 136.8 230.64 22.32 6.72 52.08 21.6 0 14.4 0 0 7.2 0 21.6 7.44 7.44 161.28 104.16 7.2 0 0 0 0 28.8 14.88 79.2 230.64 7.44 80.64 22.32 28.8 7.44 0 0 0 0 0 50.4 111.6 200.88 20.88 186 28.8 7.44 14.4 0 0 0 119.04 86.4 119.04 260.4 221.76 74.4 79.2 0 0 0 0 0 0 100.8 7.44 126.48 13.44 111.6 86.4 14.88 0 0 0 0 7.44 115.2 89.28
sub_28 431.52 450.24 148.8 129.6 200.88 50.4 0 0 14.4 44.64 266.4 111.6 156.24 295.68 119.04 64.8 14.88 21.6 0 7.44 0 59.52 144 59.52 275.28 348 111.6 93.6 44.64 21.6 0 0 36 126.48 64.8 66.96 163.68 201.6 81.84 93.6 0 14.4 0 0 14.4 52.08 208.8 312.48 156.24 80.64 119.04 57.6 37.2 0 0 0 0 0 136.8 505.92 178.56 80.64 156.24 244.8 66.96 0 0 29.76 0 0 108 357.12 141.36 320.16 44.64 36 44.64 0 0 0 7.2 156.24 50.4 215.76 178.56 100.8 178.56 93.6 193.44 57.6 0 0 7.2 37.2 151.2 550.56 245.52 174.72 349.68 273.6 29.76 7.2 0 0 0 0 122.4 200.88 29.76 282.24 37.2 79.2 29.76 14.4 14.88 0 28.8 89.28 21.6 171.12 275.28 104.4 52.08 36 22.32 7.2 0 0 0 66.96 122.4 111.6 89.28 215.04 133.92 43.2 66.96 43.2 0 0 7.2 96.72 64.8 126.48 267.84 147.84 96.72 136.8 52.08 7.2 0 0 7.2 126.48 129.6 267.84 74.4 127.68 252.96 43.2 74.4 43.2 0 0 7.2 74.4 79.2 29.76 178.56 76.56 208.32 93.6 14.88 14.4 0 0 0 37.2 216 305.04 37.2 33.6 111.6 43.2 14.88 21.6 0 0 21.6 14.88 50.4 44.64 22.32 228.48 171.12 43.2 14.88 7.2 0 7.44 36 59.52 108 267.84 22.32 114.24 44.64 64.8 14.88 7.2 0 0 7.2 29.76 72 193.44 290.16 48.72 290.16 72 22.32 21.6 0 0 7.2 193.44 122.4 186 334.8 295.68 133.92 151.2 14.88 14.4 0 0 7.2 22.32 165.6 44.64 171.12 53.76 178.56 129.6 29.76 7.2 0 0 7.2 29.76 151.2 133.92
sub_29 446.4 470.4 141.36 129.6 193.44 43.2 0 0 14.4 37.2 266.4 111.6 163.68 282.24 104.16 64.8 14.88 14.4 0 7.44 0 52.08 144 52.08 267.84 375.84 119.04 100.8 44.64 14.4 0 0 21.6 119.04 64.8 66.96 186 228.48 81.84 86.4 7.44 14.4 0 0 14.4 52.08 208.8 334.8 163.68 80.64 126.48 43.2 44.64 0 0 0 0 0 122.4 528.24 186 80.64 133.92 244.8 66.96 0 0 29.76 0 0 108 357.12 156.24 320.16 44.64 28.8 29.76 0 0 0 0 156.24 43.2 238.08 186 94.08 178.56 86.4 193.44 57.6 0 0 0 37.2 144 580.32 252.96 168 364.56 273.6 29.76 7.2 0 0 0 0 115.2 215.76 22.32 295.68 37.2 79.2 29.76 14.4 7.44 0 28.8 81.84 7.2 186 275.28 104.4 52.08 36 22.32 7.2 0 0 0 66.96 115.2 126.48 96.72 215.04 141.36 36 74.4 36 0 0 7.2 96.72 64.8 133.92 282.72 141.12 96.72 129.6 44.64 7.2 0 0 7.2 133.92 144 275.28 89.28 134.4 275.28 36 66.96 43.2 0 0 0 66.96 72 37.2 193.44 83.52 223.2 93.6 14.88 7.2 0 0 0 37.2 216 327.36 44.64 40.32 111.6 43.2 14.88 14.4 0 0 21.6 14.88 50.4 52.08 37.2 235.2 171.12 36 22.32 0 0 7.44 28.8 52.08 108 245.52 29.76 114.24 52.08 64.8 14.88 7.2 0 0 7.2 22.32 79.2 186 290.16 55.68 290.16 64.8 22.32 14.4 0 0 0 200.88 115.2 200.88 357.12 315.84 141.36 151.2 14.88 7.2 0 0 7.2 22.32 172.8 37.2 186 53.76 200.88 129.6 29.76 0 0 0 7.2 22.32 158.4 133.92
sub_30 334.8 336 126.48 100.8 141.36 50.4 7.44 0 36 29.76 230.4 96.72 163.68 282.24 81.84 57.6 14.88 14.4 0 7.44 0 59.52 108 37.2 260.4 320.16 66.96 64.8 52.08 14.4 0 0 21.6 96.72 57.6 52.08 96.72 141.12 66.96 72 7.44 7.2 7.44 0 14.4 29.76 172.8 245.52 111.6 60.48 111.6 50.4 29.76 0 0 0 0 0 136.8 364.56 126.48 53.76 119.04 201.6 52.08 0 0 29.76 0 0 72 290.16 96.72 243.6 29.76 21.6 37.2 7.2 0 0 7.2 119.04 57.6 178.56 156.24 67.2 156.24 72 156.24 50.4 0 0 7.2 29.76 108 461.28 193.44 147.84 245.52 223.2 29.76 7.2 0 0 0 7.44 100.8 133.92 29.76 235.2 29.76 64.8 29.76 14.4 7.44 0 21.6 74.4 21.6 111.6 208.32 62.64 52.08 28.8 29.76 7.2 7.44 0 0 44.64 108 81.84 66.96 141.12 119.04 36 81.84 36 0 7.44 7.2 89.28 50.4 111.6 178.56 107.52 66.96 108 59.52 7.2 0 7.44 7.2 141.36 122.4 238.08 52.08 94.08 223.2 43.2 66.96 57.6 0 0 7.2 59.52 64.8 29.76 141.36 55.68 163.68 79.2 14.88 7.2 7.44 0 0 37.2 187.2 230.64 29.76 26.88 74.4 43.2 29.76 14.4 7.44 7.44 21.6 22.32 57.6 37.2 44.64 194.88 126.48 36 22.32 7.2 7.44 14.88 28.8 44.64 100.8 215.76 29.76 80.64 37.2 64.8 22.32 14.4 14.88 7.44 7.2 37.2 79.2 178.56 230.64 41.76 238.08 72 44.64 14.4 0 0 7.2 186 93.6 171.12 319.92 309.12 104.16 129.6 22.32 14.4 0 7.44 14.4 29.76 172.8 37.2 141.36 40.32 171.12 93.6 44.64 7.2 7.44 0 7.2 29.76 129.6 89.28
sub_31 483.6 450.24 171.12 144 148.8 43.2 0 0 57.6 37.2 302.4 148.8 275.28 423.36 119.04 86.4 22.32 14.4 0 14.88 0 66.96 158.4 59.52 364.56 473.28 89.28 86.4 74.4 14.4 0 0 28.8 126.48 79.2 81.84 141.36 201.6 89.28 100.8 7.44 7.2 7.44 0 14.4 37.2 237.6 357.12 156.24 94.08 186 57.6 44.64 0 0 0 0 0 201.6 461.28 133.92 80.64 133.92 252 66.96 7.2 0 37.2 0 7.44 100.8 394.32 148.8 299.28 44.64 36 29.76 7.2 0 0 7.2 156.24 79.2 252.96 230.64 107.52 252.96 86.4 193.44 57.6 0 0 14.4 44.64 122.4 639.84 267.84 168 319.92 288 37.2 7.2 0 0 0 14.88 136.8 186 59.52 336 44.64 79.2 37.2 21.6 0 0 21.6 96.72 50.4 171.12 260.4 90.48 59.52 21.6 29.76 0 0 0 0 44.64 151.2 104.16 111.6 154.56 156.24 57.6 111.6 21.6 0 7.44 7.2 111.6 64.8 148.8 223.2 127.68 104.16 129.6 74.4 7.2 0 7.44 0 171.12 187.2 327.36 74.4 127.68 290.16 64.8 74.4 72 0 0 7.2 81.84 86.4 37.2 186 62.64 223.2 93.6 14.88 7.2 7.44 0 0 52.08 252 267.84 52.08 33.6 104.16 36 29.76 14.4 0 7.44 28.8 22.32 64.8 52.08 66.96 268.8 156.24 57.6 29.76 7.2 0 14.88 21.6 44.64 129.6 282.72 37.2 87.36 37.2 86.4 29.76 21.6 7.44 0 7.2 44.64 122.4 238.08 297.6 55.68 312.48 79.2 52.08 7.2 0 0 0 238.08 122.4 252.96 424.08 430.08 126.48 158.4 22.32 14.4 0 7.44 14.4 22.32 237.6 44.64 200.88 53.76 245.52 86.4 37.2 7.2 14.88 0 7.2 22.32 151.2 111.6
sub_32 424.08 436.8 141.36 129.6 148.8 28.8 0 0 36 37.2 244.8 119.04 223.2 342.72 96.72 79.2 22.32 7.2 0 7.44 0 44.64 136.8 44.64 312.48 424.56 89.28 79.2 59.52 14.4 0 0 21.6 111.6 64.8 66.96 148.8 201.6 81.84 93.6 7.44 7.2 0 0 14.4 29.76 201.6 334.8 141.36 80.64 163.68 43.2 52.08 0 0 0 0 0 151.2 416.64 119.04 73.92 119.04 230.4 59.52 0 0 29.76 0 7.44 86.4 334.8 133.92 271.44 44.64 28.8 22.32 7.2 0 0 7.2 148.8 72 230.64 215.76 100.8 215.76 72 156.24 50.4 0 0 7.2 29.76 100.8 558 230.64 141.12 305.04 266.4 29.76 7.2 0 0 0 7.44 115.2 171.12 44.64 295.68 29.76 79.2 29.76 14.4 0 0 21.6 74.4 28.8 163.68 252.96 83.52 52.08 14.4 22.32 0 0 0 0 37.2 136.8 96.72 111.6 154.56 126.48 43.2 89.28 21.6 0 0 7.2 104.16 57.6 133.92 215.76 127.68 96.72 115.2 52.08 7.2 0 0 0 141.36 158.4 290.16 74.4 127.68 267.84 50.4 59.52 57.6 0 0 7.2 66.96 72 37.2 171.12 62.64 208.32 93.6 7.44 7.2 0 0 0 44.64 208.8 267.84 52.08 33.6 96.72 36 22.32 7.2 0 0 21.6 14.88 57.6 44.64 59.52 241.92 141.36 50.4 22.32 0 0 7.44 14.4 37.2 115.2 267.84 37.2 94.08 37.2 72 22.32 14.4 0 0 7.2 29.76 108 193.44 267.84 55.68 275.28 64.8 37.2 0 0 0 0 193.44 100.8 215.76 379.44 362.88 126.48 144 14.88 7.2 0 0 7.2 14.88 194.4 44.64 200.88 53.76 223.2 93.6 29.76 7.2 7.44 0 0 22.32 144 111.6
sub_33 438.96 450.24 171.12 136.8 163.68 36 0 0 57.6 29.76 237.6 133.92 282.72 389.76 104.16 93.6 22.32 14.4 0 7.44 0 52.08 144 52.08 379.44 431.52 74.4 79.2 89.28 14.4 0 0 28.8 126.48 79.2 81.84 133.92 188.16 81.84 122.4 7.44 7.2 7.44 0 14.4 29.76 208.8 327.36 126.48 100.8 193.44 57.6 52.08 0 0 0 0 0 172.8 379.44 81.84 80.64 111.6 273.6 59.52 7.2 0 37.2 7.2 0 93.6 364.56 126.48 264.48 44.64 28.8 22.32 7.2 0 0 7.2 178.56 86.4 238.08 282.72 127.68 267.84 79.2 163.68 57.6 0 0 21.6 29.76 100.8 550.56 260.4 147.84 342.24 316.8 37.2 7.2 0 0 0 22.32 122.4 171.12 59.52 315.84 37.2 86.4 37.2 14.4 0 0 14.4 66.96 50.4 171.12 245.52 97.44 59.52 28.8 22.32 7.2 7.44 7.44 7.2 44.64 144 111.6 119.04 161.28 133.92 50.4 96.72 14.4 0 7.44 7.2 104.16 64.8 148.8 193.44 134.4 111.6 122.4 52.08 7.2 0 7.44 7.2 156.24 172.8 297.6 89.28 127.68 267.84 72 59.52 64.8 0 0 7.2 66.96 86.4 59.52 186 76.56 200.88 93.6 14.88 7.2 7.44 0 7.2 52.08 216 245.52 81.84 47.04 104.16 50.4 37.2 14.4 7.44 7.44 21.6 29.76 79.2 66.96 96.72 241.92 141.36 72 29.76 7.2 7.44 14.88 28.8 37.2 122.4 260.4 66.96 120.96 59.52 86.4 29.76 21.6 7.44 0 7.2 44.64 136.8 208.32 282.72 76.56 260.4 93.6 52.08 7.2 0 0 7.2 208.32 115.2 223.2 424.08 389.76 126.48 158.4 29.76 7.2 0 7.44 21.6 22.32 223.2 59.52 200.88 80.64 238.08 93.6 37.2 7.2 22.32 0 7.2 29.76 151.2 119.04
sub_34 290.16 530.88 96.72 79.2 126.48 14.4 0 0 7.2 37.2 158.4 59.52 81.84 235.2 119.04 57.6 0 7.2 0 0 0 22.32 115.2 37.2 163.68 257.52 66.96 64.8 44.64 14.4 0 0 7.2 81.84 43.2 44.64 163.68 181.44 81.84 28.8 0 7.2 0 0 7.2 29.76 216 275.28 119.04 40.32 44.64 14.4 22.32 0 0 0 0 0 93.6 416.64 111.6 60.48 81.84 144 37.2 0 0 7.44 0 0 108 334.8 96.72 250.56 37.2 21.6 7.44 0 0 0 0 104.16 72 267.84 178.56 114.24 148.8 57.6 111.6 28.8 0 0 0 22.32 100.8 453.84 156.24 120.96 252.96 180 22.32 7.2 0 0 0 7.44 86.4 163.68 14.88 194.88 14.88 57.6 14.88 0 7.44 0 7.2 59.52 21.6 148.8 334.8 97.44 59.52 36 14.88 7.2 7.44 7.44 7.2 59.52 122.4 96.72 133.92 201.6 133.92 57.6 52.08 21.6 0 7.44 21.6 126.48 86.4 89.28 297.6 161.28 111.6 115.2 59.52 7.2 0 7.44 21.6 126.48 129.6 208.32 111.6 141.12 245.52 36 66.96 50.4 0 7.44 7.2 59.52 108 44.64 200.88 83.52 186 93.6 7.44 14.4 0 0 7.2 59.52 201.6 245.52 74.4 60.48 96.72 79.2 14.88 28.8 0 0 28.8 52.08 93.6 37.2 81.84 208.32 133.92 50.4 14.88 7.2 0 0 43.2 37.2 115.2 275.28 59.52 127.68 52.08 72 14.88 0 7.44 0 14.4 22.32 86.4 133.92 252.96 69.6 230.64 64.8 14.88 7.2 7.44 0 7.2 148.8 122.4 148.8 386.88 302.4 119.04 122.4 7.44 7.2 0 0 7.2 37.2 144 44.64 193.44 47.04 171.12 129.6 14.88 0 0 0 7.2 52.08 165.6 111.6
sub_35 52.08 174.72 81.84 36 52.08 14.4 0 0 14.4 7.44 28.8 37.2 104.16 26.88 29.76 36 0 0 0 0 7.2 0 14.4 22.32 44.64 69.6 44.64 28.8 0 0 0 0 0 14.88 7.2 14.88 66.96 73.92 22.32 36 0 0 0 0 0 7.44 43.2 52.08 22.32 6.72 22.32 14.4 7.44 0 0 0 0 0 64.8 59.52 7.44 60.48 22.32 36 14.88 0 7.44 7.44 7.2 0 14.4 59.52 22.32 69.6 7.44 0 0 0 0 0 0 52.08 7.2 59.52 104.16 53.76 44.64 28.8 29.76 0 0 7.44 7.2 22.32 7.2 44.64 52.08 20.16 66.96 50.4 7.44 0 0 0 0 7.44 0 37.2 22.32 40.32 14.88 21.6 0 0 0 0 7.2 7.44 0 29.76 66.96 27.84 14.88 7.2 7.44 0 0 0 0 7.44 36 44.64 22.32 53.76 14.88 14.4 7.44 0 0 0 0 7.44 7.2 59.52 66.96 47.04 14.88 36 7.44 0 0 0 0 22.32 14.4 156.24 22.32 26.88 74.4 7.2 7.44 0 0 0 0 14.88 28.8 14.88 29.76 13.92 44.64 43.2 0 0 0 0 0 0 7.2 37.2 22.32 13.44 22.32 7.2 7.44 0 0 0 0 0 14.4 14.88 14.88 33.6 14.88 14.4 7.44 0 0 0 0 14.88 7.2 59.52 29.76 20.16 14.88 7.2 14.88 0 7.44 0 7.2 14.88 14.4 29.76 66.96 13.92 29.76 21.6 7.44 0 0 0 0 7.44 14.4 66.96 89.28 67.2 14.88 14.4 7.44 0 0 0 7.2 0 7.2 14.88 44.64 13.44 81.84 7.2 7.44 0 0 0 0 0 21.6 29.76
sub_36 282.72 530.88 74.4 79.2 119.04 0 0 0 7.2 29.76 172.8 59.52 96.72 262.08 104.16 64.8 0 0 0 0 0 22.32 108 37.2 171.12 299.28 74.4 64.8 37.2 7.2 0 0 7.2 81.84 43.2 44.64 156.24 208.32 59.52 28.8 0 7.2 0 0 7.2 29.76 194.4 305.04 111.6 26.88 52.08 7.2 29.76 0 0 0 0 0 93.6 468.72 89.28 53.76 74.4 136.8 29.76 0 0 7.44 0 0 79.2 319.92 96.72 257.52 22.32 14.4 0 0 0 0 0 104.16 64.8 267.84 163.68 114.24 148.8 50.4 119.04 21.6 0 0 0 22.32 79.2 461.28 148.8 120.96 260.4 180 22.32 0 0 0 0 7.44 79.2 156.24 0 188.16 0 50.4 14.88 0 0 0 7.2 59.52 28.8 111.6 327.36 83.52 44.64 7.2 0 0 0 0 7.2 22.32 100.8 44.64 74.4 194.88 96.72 28.8 44.64 7.2 0 0 14.4 119.04 57.6 52.08 290.16 134.4 96.72 100.8 29.76 0 0 0 7.2 96.72 100.8 186 89.28 147.84 238.08 14.4 37.2 50.4 0 0 7.2 37.2 79.2 7.44 171.12 62.64 178.56 64.8 0 0 0 0 7.2 44.64 187.2 200.88 74.4 26.88 59.52 36 0 21.6 0 0 21.6 7.44 57.6 7.44 52.08 181.44 96.72 36 0 0 0 0 21.6 14.88 86.4 275.28 52.08 107.52 22.32 43.2 0 0 7.44 0 14.4 7.44 72 96.72 252.96 55.68 208.32 28.8 0 0 0 0 7.2 119.04 93.6 126.48 431.52 309.12 104.16 108 0 7.2 0 0 7.2 14.88 122.4 7.44 193.44 47.04 171.12 93.6 0 0 0 0 7.2 29.76 129.6 66.96
